t,queue_length,active,arrived,handled,completed,timed_out,rejected,avg_latency,slowdown,drop_p
114832,3268,75,4,0,0,0,0,NaN,282.43168766097335,0
114848,3272,75,0,1,0,1,0,NaN,282.34936619675227,0
114864,3271,75,0,2,0,2,0,NaN,282.26704227092586,0
114880,3269,75,3,1,0,1,0,NaN,282.1847159137328,0
114896,3271,75,5,3,0,3,0,NaN,282.1023871553899,0
114912,3273,75,0,7,0,7,0,NaN,282.0200560260909,0
114928,3266,75,1,1,0,1,0,NaN,281.9377225560071,0
114944,3266,75,5,1,0,1,0,NaN,281.85538677528723,0
114960,3270,75,1,2,0,2,0,NaN,281.7730487140575,0
114976,3269,75,1,6,0,6,0,NaN,281.69070840242125,0
114992,3264,75,1,3,0,3,0,NaN,281.6083658704598,0
115008,3262,75,18,0,0,0,0,NaN,281.5260211482311,0
115024,3280,75,1,1,0,1,0,NaN,281.4436742657713,0
115040,3280,75,2,3,0,3,0,NaN,281.3613252530933,0
115056,3279,75,1,5,0,5,0,NaN,281.27897414018753,0
115072,3275,75,1,1,0,1,0,NaN,281.1966209570223,0
115088,3275,75,5,0,0,0,0,NaN,281.1142657335424,0
115104,3280,75,0,4,0,4,0,NaN,281.0319084996709,0
115120,3276,75,2,0,0,0,0,NaN,280.94954928530757,0
115136,3278,75,1,3,0,3,0,NaN,280.8671881203299,0
115152,3276,75,0,6,0,6,0,NaN,280.7848250345927,0
115168,3270,75,0,1,0,1,0,NaN,280.7024600579278,0
115184,3269,75,2,3,0,3,0,NaN,280.6200932201448,0
115200,3268,75,1,3,0,3,0,NaN,280.5377245510304,0
115216,3266,75,0,0,0,0,0,NaN,280.45535408034874,0
115232,3266,75,4,2,1,1,0,29408,280.3729818378412,0
115248,3268,75,1,1,0,1,0,NaN,280.2906078532264,0
115264,3268,75,2,1,0,1,0,NaN,280.2082321562006,0
115280,3269,75,1,3,0,3,0,NaN,280.1258547764373,0
115296,3267,75,0,0,0,0,0,NaN,280.0434757435869,0
115312,3267,75,7,1,0,1,0,NaN,279.96109508727756,0
115328,3273,75,1,1,0,1,0,NaN,279.8787128371144,0
115344,3273,75,0,2,0,2,0,NaN,279.7963290226802,0
115360,3271,75,0,3,0,3,0,NaN,279.71394367353486,0
115376,3268,75,0,0,0,0,0,NaN,279.63155681921523,0
115392,3268,75,0,0,0,0,0,NaN,279.5491684892362,0
115408,3268,75,1,1,0,1,0,NaN,279.4667787130891,0
115424,3268,75,1,0,0,0,0,NaN,279.38438752024314,0
115440,3269,75,2,2,0,2,0,NaN,279.3019949401446,0
115456,3269,75,1,2,0,2,0,NaN,279.2196010022169,0
115472,3268,75,0,1,0,1,0,NaN,279.13720573586096,0
115488,3267,75,1,1,0,1,0,NaN,279.0548091704547,0
115504,3267,75,1,0,0,0,0,NaN,278.9724113353534,0
115520,3268,75,0,7,0,7,0,NaN,278.8900122598896,0
115536,3261,75,3,1,0,1,0,NaN,278.8076119733732,0
115552,3263,75,1,1,0,1,0,NaN,278.725210505091,0
115568,3263,75,4,3,0,3,0,NaN,278.64280788430744,0
115584,3264,75,0,4,0,4,0,NaN,278.5604041402639,0
115600,3260,75,3,1,0,1,0,NaN,278.47799930217906,0
115616,3262,75,1,0,0,0,0,NaN,278.3955933992489,0
115632,3263,75,6,1,0,1,0,NaN,278.31318646064665,0
115648,3268,75,1,0,0,0,0,NaN,278.23077851552245,0
115664,3269,75,9,1,0,1,0,NaN,278.1483695930039,0
115680,3277,75,9,1,0,1,0,NaN,278.0659597221959,0
115696,3285,75,2,0,0,0,0,NaN,277.98354893218016,0
115712,3287,75,4,1,0,1,0,NaN,277.9011372520161,0
115728,3290,75,2,2,0,2,0,NaN,277.8187247107398,0
115744,3290,75,1,1,0,1,0,NaN,277.7363113373649,0
115760,3290,75,3,0,0,0,0,NaN,277.65389716088214,0
115776,3293,75,4,1,0,1,0,NaN,277.57148221025955,0
115792,3296,75,1,0,0,0,0,NaN,277.4890665144419,0
115808,3297,75,2,0,0,0,0,NaN,277.4066501023517,0
115824,3299,75,1,0,0,0,0,NaN,277.32423300288826,0
115840,3300,75,3,7,0,7,0,NaN,277.24181524492803,0
115856,3296,75,1,1,0,1,0,NaN,277.15939685732496,0
115872,3296,75,2,0,0,0,0,NaN,277.07697786890975,0
115888,3298,75,1,0,0,0,0,NaN,276.99455830849047,0
115904,3299,75,1,6,0,6,0,NaN,276.9121382048525,0
115920,3294,75,1,2,0,2,0,NaN,276.829717586758,0
115936,3293,75,2,1,0,1,0,NaN,276.7472964829467,0
115952,3294,75,0,2,0,2,0,NaN,276.66487492213486,0
115968,3292,75,1,3,0,3,0,NaN,276.58245293301644,0
115984,3290,75,2,0,0,0,0,NaN,276.5000305442623,0
116000,3292,75,1,1,0,1,0,NaN,276.4176077845206,0
116016,3292,75,0,0,0,0,0,NaN,276.3351846824161,0
116032,3292,75,1,6,0,6,0,NaN,276.25276126655154,0
116048,3287,75,2,1,0,1,0,NaN,276.17033756550603,0
116064,3288,75,0,1,0,1,0,NaN,276.087913607836,0
116080,3287,75,2,0,0,0,0,NaN,276.00548942207536,0
116096,3289,75,2,5,0,5,0,NaN,275.92306503673456,0
116112,3286,75,2,1,0,1,0,NaN,275.8406404803015,0
116128,3287,75,1,1,0,1,0,NaN,275.7582157812412,0
116144,3287,75,4,1,0,1,0,NaN,275.67579096799557,0
116160,3290,75,1,0,0,0,0,NaN,275.59336606898376,0
116176,3291,75,1,1,0,1,0,NaN,275.51094111260204,0
116192,3291,75,9,0,0,0,0,NaN,275.4285161272237,0
116208,3300,75,2,3,0,3,0,NaN,275.34609114119905,0
116224,3299,75,1,1,0,1,0,NaN,275.26366618285556,0
116240,3299,75,3,1,0,1,0,NaN,275.18124128049794,0
116256,3301,75,2,1,0,1,0,NaN,275.0988164624077,0
116272,3302,75,1,5,0,5,0,NaN,275.0163917568435,0
116288,3298,75,4,3,0,3,0,NaN,274.9339671920412,0
116304,3299,75,2,0,0,0,0,NaN,274.8515427962138,0
116320,3301,75,1,0,0,0,0,NaN,274.76911859755086,0
116336,3302,75,1,1,0,1,0,NaN,274.6866946242196,0
116352,3302,75,2,2,0,2,0,NaN,274.604270904364,0
116368,3302,75,0,6,0,6,0,NaN,274.5218474661051,0
116384,3296,75,13,1,0,1,0,NaN,274.439424337541,0
116400,3308,75,1,3,0,3,0,NaN,274.3570015467471,0
116416,3306,75,2,2,0,2,0,NaN,274.2745791217754,0
116432,3306,75,1,1,0,1,0,NaN,274.1921570906555,0
116448,3306,75,1,1,0,1,0,NaN,274.10973548139344,0
116464,3306,75,1,0,0,0,0,NaN,274.0273143219727,0
116480,3307,75,4,1,0,1,0,NaN,273.9448936403537,0
116496,3310,75,2,5,0,5,0,NaN,273.86247346447396,0
116512,3307,75,0,7,0,7,0,NaN,273.7800538222479,0
116528,3300,75,2,1,0,1,0,NaN,273.697634741567,0
116544,3301,75,1,2,0,2,0,NaN,273.6152162502997,0
116560,3300,75,1,1,0,1,0,NaN,273.53279837629185,0
116576,3300,75,3,0,0,0,0,NaN,273.45038114736593,0
116592,3303,75,2,1,0,1,0,NaN,273.3679645913214,0
116608,3304,75,2,12,0,12,0,NaN,273.28554873593515,0
116624,3294,75,1,6,0,6,0,NaN,273.2031336089606,0
116640,3289,75,2,6,0,6,0,NaN,273.12071923812863,0
116656,3285,75,1,3,0,3,0,NaN,273.03830565114686,0
116672,3283,75,0,0,0,0,0,NaN,272.9558928756998,0
116688,3283,75,2,1,0,1,0,NaN,272.87348093944934,0
116704,3284,75,2,2,0,2,0,NaN,272.79106987003394,0
116720,3284,75,2,4,0,4,0,NaN,272.7086596950696,0
116736,3282,75,1,3,0,3,0,NaN,272.62625044214894,0
116752,3280,75,0,2,0,2,0,NaN,272.5438421388416,0
116768,3278,75,1,0,0,0,0,NaN,272.4614348126943,0
116784,3279,75,1,0,0,0,0,NaN,272.3790284912307,0
116800,3280,75,3,3,0,3,0,NaN,272.2966232019516,0
116816,3280,75,0,4,0,4,0,NaN,272.2142189723346,0
116832,3276,75,0,1,0,1,0,NaN,272.1318158298344,0
116848,3275,75,1,1,0,1,0,NaN,272.04941380188257,0
116864,3275,75,1,3,0,3,0,NaN,271.9670129158877,0
116880,3273,75,1,0,0,0,0,NaN,271.88461319923573,0
116896,3274,75,2,2,0,2,0,NaN,271.802214679289,0
116912,3274,75,1,0,0,0,0,NaN,271.7198173833873,0
116928,3275,75,1,1,0,1,0,NaN,271.63742133884705,0
116944,3275,75,0,1,0,1,0,NaN,271.5550265729617,0
116960,3274,75,1,6,0,6,0,NaN,271.4726331130019,0
116976,3269,75,2,4,0,4,0,NaN,271.39024098621513,0
116992,3267,75,1,2,0,2,0,NaN,271.30785021982587,0
117008,3266,75,3,2,0,2,0,NaN,271.22546084103544,0
117024,3267,75,0,5,0,5,0,NaN,271.14307287702235,0
117040,3262,75,1,0,0,0,0,NaN,271.0606863549419,0
117056,3263,75,1,3,0,3,0,NaN,270.9783013019265,0
117072,3261,75,2,1,0,1,0,NaN,270.8959177450854,0
117088,3262,75,4,2,0,2,0,NaN,270.8135357115048,0
117104,3264,75,4,2,0,2,0,NaN,270.7311552282481,0
117120,3266,75,1,1,0,1,0,NaN,270.6487763223552,0
117136,3266,75,0,1,0,1,0,NaN,270.56639902084345,0
117152,3265,75,1,2,0,2,0,NaN,270.4840233507069,0
117168,3264,75,2,3,0,3,0,NaN,270.4016493389164,0
117184,3263,75,2,4,0,4,0,NaN,270.3192770124202,0
117200,3261,75,0,0,0,0,0,NaN,270.23690639814305,0
117216,3261,75,4,1,0,1,0,NaN,270.1545375229871,0
117232,3264,75,1,2,0,2,0,NaN,270.0721704138311,0
117248,3263,75,0,1,0,1,0,NaN,269.9898050975307,0
117264,3262,75,1,4,0,4,0,NaN,269.90744160091873,0
117280,3259,75,2,4,0,4,0,NaN,269.825079950805,0
117296,3257,75,1,1,0,1,0,NaN,269.742720173976,0
117312,3257,75,2,1,0,1,0,NaN,269.6603622971954,0
117328,3258,75,1,0,0,0,0,NaN,269.5780063472037,0
117344,3259,75,0,0,0,0,0,NaN,269.49565235071816,0
117360,3259,75,1,1,0,1,0,NaN,269.4133003344336,0
117376,3259,75,0,1,0,1,0,NaN,269.3309503250211,0
117392,3258,75,6,5,0,5,0,NaN,269.248602349129,0
117408,3259,75,4,2,0,2,0,NaN,269.1662564333825,0
117424,3261,75,0,1,0,1,0,NaN,269.0839126043838,0
117440,3260,75,1,1,0,1,0,NaN,269.0015708887121,0
117456,3260,75,1,1,0,1,0,NaN,268.91923131292316,0
117472,3260,75,0,0,0,0,0,NaN,268.8368939035501,0
117488,3260,75,1,4,0,4,0,NaN,268.75455868710293,0
117504,3257,75,3,34,0,34,0,NaN,268.6722256900683,0
117520,3226,75,1,1,0,1,0,NaN,268.58989493891,0
117536,3226,75,1,1,0,1,0,NaN,268.5075664600689,0
117552,3226,75,1,1,0,1,0,NaN,268.42524027996257,0
117568,3226,75,1,2,0,2,0,NaN,268.34291642498545,0
117584,3225,75,0,2,0,2,0,NaN,268.26059492150915,0
117600,3223,75,2,3,0,3,0,NaN,268.17827579588203,0
117616,3222,75,2,1,0,1,0,NaN,268.0959590744294,0
117632,3223,75,0,1,0,1,0,NaN,268.01364478345357,0
117648,3222,75,10,1,0,1,0,NaN,267.9313329492338,0
117664,3231,75,1,0,0,0,0,NaN,267.8490235980261,0
117680,3232,75,1,1,0,1,0,NaN,267.7667167560636,0
117696,3232,75,3,0,0,0,0,NaN,267.6844124495564,0
117712,3235,75,1,0,0,0,0,NaN,267.6021107046912,0
117728,3236,75,2,3,0,3,0,NaN,267.51981154763195,0
117744,3235,75,1,1,0,1,0,NaN,267.4375150045194,0
117760,3235,75,2,1,0,1,0,NaN,267.3552211014712,0
117776,3236,75,0,1,0,1,0,NaN,267.2729298645819,0
117792,3235,75,1,1,0,1,0,NaN,267.19064131992315,0
117808,3235,75,1,0,0,0,0,NaN,267.1083554935433,0
117824,3236,75,3,0,0,0,0,NaN,267.0260724114677,0
117840,3239,75,1,5,0,5,0,NaN,266.9437920996989,0
117856,3235,75,2,1,0,1,0,NaN,266.8615145842158,0
117872,3236,75,0,1,0,1,0,NaN,266.77923989097485,0
117888,3235,75,8,2,0,2,0,NaN,266.6969680459089,0
117904,3241,75,1,1,0,1,0,NaN,266.61469907492796,0
117920,3241,75,5,3,0,3,0,NaN,266.532433003919,0
117936,3243,75,0,1,0,1,0,NaN,266.4501698587458,0
117952,3242,75,2,0,0,0,0,NaN,266.36790966524933,0
117968,3244,75,1,1,0,1,0,NaN,266.2856524492469,0
117984,3244,75,1,1,0,1,0,NaN,266.20339823653336,0
118000,3244,75,2,2,0,2,0,NaN,266.1211470528803,0
118016,3244,75,1,0,0,0,0,NaN,266.03889892403595,0
118032,3245,75,1,1,0,1,0,NaN,265.9566538757258,0
118048,3245,75,3,4,0,4,0,NaN,265.8744119336523,0
118064,3244,75,1,0,0,0,0,NaN,265.7921731234944,0
118080,3245,75,4,1,0,1,0,NaN,265.7099374709084,0
118096,3248,75,0,0,0,0,0,NaN,265.62770500152726,0
118112,3248,75,2,2,0,2,0,NaN,265.5454757409611,0
118128,3248,75,1,2,0,2,0,NaN,265.4632497147968,0
118144,3247,75,1,1,0,1,0,NaN,265.3810269485981,0
118160,3247,75,1,0,0,0,0,NaN,265.29880746790576,0
118176,3248,75,2,2,0,2,0,NaN,265.2165912982377,0
118192,3248,75,0,1,0,1,0,NaN,265.1343784650883,0
118208,3247,75,2,2,0,2,0,NaN,265.0521689939293,0
118224,3247,75,1,0,0,0,0,NaN,264.9699629102089,0
118240,3248,75,0,2,0,2,0,NaN,264.8877602393527,0
118256,3246,75,1,1,0,1,0,NaN,264.8055610067629,0
118272,3246,75,1,0,0,0,0,NaN,264.72336523781894,0
118288,3247,75,2,0,0,0,0,NaN,264.6411729578768,0
118304,3249,75,0,3,0,3,0,NaN,264.5589841922698,0
118320,3246,75,1,0,0,0,0,NaN,264.4767989663076,0
118336,3247,75,4,1,0,1,0,NaN,264.3946173052775,0
118352,3250,75,2,2,0,2,0,NaN,264.31243923444345,0
118368,3250,75,1,1,0,1,0,NaN,264.23026477904614,0
118384,3250,75,2,1,0,1,0,NaN,264.1480939643032,0
118400,3251,75,0,0,0,0,0,NaN,264.0659268154095,0
118416,3251,75,1,2,0,2,0,NaN,263.9837633575367,0
118432,3250,75,0,2,0,2,0,NaN,263.90160361583315,0
118448,3248,75,1,1,0,1,0,NaN,263.8194476154247,0
118464,3248,75,2,4,0,4,0,NaN,263.73729538141345,0
118480,3246,75,1,7,0,7,0,NaN,263.65514693887883,0
118496,3240,75,6,1,0,1,0,NaN,263.57300231287735,0
118512,3245,75,0,2,0,2,0,NaN,263.49086152844217,0
118528,3243,75,2,4,0,4,0,NaN,263.4087246105833,0
118544,3241,75,2,0,0,0,0,NaN,263.3265915842882,0
118560,3243,75,2,0,0,0,0,NaN,263.24446247452073,0
118576,3245,75,1,1,0,1,0,NaN,263.1623373062219,0
118592,3245,75,2,2,0,2,0,NaN,263.08021610430967,0
118608,3245,75,2,3,0,3,0,NaN,262.998098893679,0
118624,3244,75,1,0,0,0,0,NaN,262.9159856992018,0
118640,3245,75,0,1,0,1,0,NaN,262.83387654572664,0
118656,3244,75,1,2,0,2,0,NaN,262.75177145807953,0
118672,3243,75,1,2,0,2,0,NaN,262.66967046106305,0
118688,3242,75,3,3,0,3,0,NaN,262.5875735794568,0
118704,3242,75,3,1,0,1,0,NaN,262.5054808380175,0
118720,3244,75,0,8,0,8,0,NaN,262.42339226147857,0
118736,3236,75,1,3,0,3,0,NaN,262.3413078745505,0
118752,3234,75,1,1,0,1,0,NaN,262.259227701921,0
118768,3234,75,1,1,0,1,0,NaN,262.1771517682542,0
118784,3234,75,1,2,0,2,0,NaN,262.0950800981916,0
118800,3233,75,0,3,0,3,0,NaN,262.0130127163515,0
118816,3230,75,1,0,0,0,0,NaN,261.9309496473292,0
118832,3231,75,1,0,0,0,0,NaN,261.84889091569704,0
118848,3232,75,0,0,0,0,0,NaN,261.7668365460042,0
118864,3232,75,1,3,0,3,0,NaN,261.6847865627767,0
118880,3230,75,1,2,0,2,0,NaN,261.602740990518,0
118896,3229,75,1,2,0,2,0,NaN,261.5206998537079,0
118912,3228,75,1,4,0,4,0,NaN,261.43866317680374,0
118928,3225,75,0,1,0,1,0,NaN,261.3566309842396,0
118944,3224,75,1,0,0,0,0,NaN,261.27460330042635,0
118960,3225,75,1,3,0,3,0,NaN,261.19258014975185,0
118976,3223,75,3,3,0,3,0,NaN,261.1105615565816,0
118992,3223,75,1,0,0,0,0,NaN,261.0285475452572,0
119008,3224,75,1,2,0,2,0,NaN,260.94653814009763,0
119024,3223,75,0,1,0,1,0,NaN,260.8645333653988,0
119040,3222,75,2,1,0,1,0,NaN,260.7825332454338,0
119056,3223,75,0,1,0,1,0,NaN,260.7005378044523,0
119072,3222,75,1,15,0,15,0,NaN,260.61854706668134,0
119088,3208,75,3,2,0,2,0,NaN,260.53656105632473,0
119104,3209,75,1,3,0,3,0,NaN,260.4545797975633,0
119120,3207,75,0,1,0,1,0,NaN,260.37260331455485,0
119136,3206,75,1,0,0,0,0,NaN,260.29063163143434,0
119152,3207,75,0,4,0,4,0,NaN,260.2086647723138,0
119168,3203,75,6,1,0,1,0,NaN,260.12670276128165,0
119184,3208,75,6,1,0,1,0,NaN,260.0447456224039,0
119200,3213,75,3,0,0,0,0,NaN,259.96279337972356,0
119216,3216,75,0,2,0,2,0,NaN,259.8808460572603,0
119232,3214,75,3,4,0,4,0,NaN,259.798903679011,0
119248,3213,75,0,0,0,0,0,NaN,259.7169662689496,0
119264,3213,75,8,0,0,0,0,NaN,259.63503385102683,0
119280,3221,75,1,4,0,4,0,NaN,259.5531064491706,0
119296,3218,75,3,6,0,6,0,NaN,259.4711840872859,0
119312,3215,75,2,3,0,3,0,NaN,259.38926678925463,0
119328,3214,75,5,1,0,1,0,NaN,259.30735457893576,0
119344,3218,75,3,1,0,1,0,NaN,259.2254474801651,0
119360,3220,75,1,0,0,0,0,NaN,259.14354551675564,0
119376,3221,75,1,0,0,0,0,NaN,259.06164871249746,0
119392,3222,75,2,0,0,0,0,NaN,258.9797570911575,0
119408,3224,75,1,1,0,1,0,NaN,258.89787067647995,0
119424,3224,75,0,2,0,2,0,NaN,258.81598949218585,0
119440,3222,75,1,1,0,1,0,NaN,258.7341135619733,0
119456,3222,75,5,1,0,1,0,NaN,258.6522429095173,0
119472,3226,75,3,1,0,1,0,NaN,258.5703775584705,0
119488,3228,75,1,1,0,1,0,NaN,258.4885175324617,0
119504,3228,75,1,1,0,1,0,NaN,258.40666285509735,0
119520,3228,75,1,0,0,0,0,NaN,258.3248135499608,0
119536,3229,75,1,2,0,2,0,NaN,258.24296964061244,0
119552,3228,75,0,2,0,2,0,NaN,258.16113115058965,0
119568,3226,75,3,1,0,1,0,NaN,258.0792981034069,0
119584,3228,75,1,0,0,0,0,NaN,257.9974705225559,0
119600,3229,75,1,2,0,2,0,NaN,257.91564843150496,0
119616,3228,75,4,1,0,1,0,NaN,257.8338318536999,0
119632,3231,75,2,0,0,0,0,NaN,257.75202081256367,0
119648,3233,75,2,1,0,1,0,NaN,257.67021533149574,0
119664,3234,75,1,7,0,7,0,NaN,257.58841543387314,0
119680,3228,75,0,0,0,0,0,NaN,257.5066211430498,0
119696,3228,75,1,1,0,1,0,NaN,257.4248324823567,0
119712,3228,75,0,0,0,0,0,NaN,257.3430494751019,0
119728,3228,75,1,1,0,1,0,NaN,257.26127214457074,0
119744,3228,75,2,2,0,2,0,NaN,257.1795005140253,0
119760,3228,75,1,1,0,1,0,NaN,257.0977346067049,0
119776,3228,75,2,0,0,0,0,NaN,257.015974445826,0
119792,3230,75,1,1,0,1,0,NaN,256.93422005458234,0
119808,3230,75,2,1,0,1,0,NaN,256.8524714561444,0
119824,3231,75,4,2,0,2,0,NaN,256.7707286736598,0
119840,3233,75,8,1,0,1,0,NaN,256.6889917302535,0
119856,3240,75,1,0,0,0,0,NaN,256.60726064902735,0
119872,3241,75,2,2,0,2,0,NaN,256.52553545306046,0
119888,3241,75,1,3,0,3,0,NaN,256.4438161654088,0
119904,3239,75,2,1,0,1,0,NaN,256.36210280910586,0
119920,3240,75,0,5,0,5,0,NaN,256.2803954071618,0
119936,3235,75,3,4,0,4,0,NaN,256.1986939825641,0
119952,3234,75,6,1,0,1,0,NaN,256.1169985582777,0
119968,3239,75,3,1,0,1,0,NaN,256.035309157244,0
119984,3241,75,0,0,0,0,0,NaN,255.953625802382,0
120000,3241,75,1,1,0,1,0,NaN,255.87194851658762,0
120016,3241,75,1,1,0,1,0,NaN,255.7902773227341,0
120032,3241,75,2,1,0,1,0,NaN,255.70861224367164,0
120048,3242,75,2,0,0,0,0,NaN,255.6269533022276,0
120064,3244,75,1,0,0,0,0,NaN,255.5453005212066,0
120080,3245,75,5,2,0,2,0,NaN,255.46365392339044,0
120096,3248,75,6,1,0,1,0,NaN,255.3820135315378,0
120112,3253,75,0,1,0,1,0,NaN,255.30037936838465,0
120128,3252,75,1,2,0,2,0,NaN,255.21875145664444,0
120144,3251,75,3,1,0,1,0,NaN,255.13712981900724,0
120160,3253,75,5,1,0,1,0,NaN,255.0555144781408,0
120176,3257,75,1,1,0,1,0,NaN,254.97390545668935,0
120192,3257,75,1,1,0,1,0,NaN,254.89230277727515,0
120208,3257,75,8,2,0,2,0,NaN,254.81070646249702,0
120224,3263,75,1,0,0,0,0,NaN,254.72911653493108,0
120240,3264,75,2,28,0,28,0,NaN,254.64753301713094,0
120256,3238,75,2,3,0,3,0,NaN,254.5659559316268,0
120272,3237,75,7,1,0,1,0,NaN,254.4843853009267,0
120288,3243,75,2,1,0,1,0,NaN,254.4028211475154,0
120304,3244,75,2,1,0,1,0,NaN,254.32126349385516,0
120320,3245,75,6,1,0,1,0,NaN,254.2397123623852,0
120336,3250,75,0,2,0,2,0,NaN,254.15816777552212,0
120352,3248,75,4,1,0,1,0,NaN,254.07662975565964,0
120368,3251,75,2,3,0,3,0,NaN,253.99509832516875,0
120384,3250,75,2,1,0,1,0,NaN,253.91357350639757,0
120400,3251,75,1,3,0,3,0,NaN,253.83205532167142,0
120416,3249,75,1,1,0,1,0,NaN,253.75054379329288,0
120432,3249,75,2,1,0,1,0,NaN,253.66903894354203,0
120448,3250,75,0,1,0,1,0,NaN,253.58754079467576,0
120464,3249,75,1,1,0,1,0,NaN,253.5060493689283,0
120480,3249,75,1,0,0,0,0,NaN,253.42456468851137,0
120496,3250,75,3,1,0,1,0,NaN,253.34308677561356,0
120512,3252,75,0,5,0,5,0,NaN,253.261615652401,0
120528,3247,75,1,1,0,1,0,NaN,253.18015134101688,0
120544,3247,75,0,1,0,1,0,NaN,253.0986938635818,0
120560,3246,75,1,1,0,1,0,NaN,253.0172432421934,0
120576,3246,75,1,0,0,0,0,NaN,252.9357994989267,0
120592,3247,75,2,1,0,1,0,NaN,252.8543626558343,0
120608,3248,75,0,0,0,0,0,NaN,252.7729327349455,0
120624,3248,75,2,2,0,2,0,NaN,252.6915097582673,0
120640,3248,75,3,2,0,2,0,NaN,252.61009374778362,0
120656,3249,75,1,1,0,1,0,NaN,252.52868472545612,0
120672,3249,75,3,2,0,2,0,NaN,252.44728271322322,0
120688,3250,75,1,1,0,1,0,NaN,252.3658877330011,0
120704,3250,75,0,2,0,2,0,NaN,252.28449980668285,0
120720,3248,75,2,1,0,1,0,NaN,252.20311895613918,0
120736,3249,75,0,1,0,1,0,NaN,252.12174520321778,0
120752,3248,75,1,13,0,13,0,NaN,252.04037856974404,0
120768,3236,75,9,2,0,2,0,NaN,251.95901907752034,0
120784,3243,75,7,1,0,1,0,NaN,251.87766674832656,0
120800,3249,75,1,0,0,0,0,NaN,251.79632160391972,0
120816,3250,75,3,1,0,1,0,NaN,251.71498366603424,0
120832,3252,75,0,1,0,1,0,NaN,251.6336529563819,0
120848,3251,75,2,1,0,1,0,NaN,251.55232949665194,0
120864,3252,75,0,1,0,1,0,NaN,251.47101330851052,0
120880,3251,75,2,0,0,0,0,NaN,251.3897044136017,0
120896,3253,75,1,5,0,5,0,NaN,251.30840283354638,0
120912,3249,75,3,1,0,1,0,NaN,251.22710858994313,0
120928,3251,75,0,2,0,2,0,NaN,251.14582170436773,0
120944,3249,75,1,1,0,1,0,NaN,251.06454219837346,0
120960,3249,75,0,2,0,2,0,NaN,250.98327009349075,0
120976,3247,75,1,0,0,0,0,NaN,250.9020054112275,0
120992,3248,75,1,1,0,1,0,NaN,250.82074817306912,0
121008,3248,75,9,2,0,2,0,NaN,250.73949840047814,0
121024,3255,75,2,1,0,1,0,NaN,250.6582561148946,0
121040,3256,75,5,1,0,1,0,NaN,250.5770213377359,0
121056,3260,75,1,1,0,1,0,NaN,250.49579409039697,0
121072,3260,75,1,0,0,0,0,NaN,250.41457439424994,0
121088,3261,75,1,2,0,2,0,NaN,250.33336227064447,0
121104,3260,75,2,1,0,1,0,NaN,250.25215774090753,0
121120,3261,75,8,1,0,1,0,NaN,250.1709608263436,0
121136,3268,75,2,5,0,5,0,NaN,250.08977154823444,0
121152,3265,75,0,2,0,2,0,NaN,250.0085899278393,0
121168,3263,75,4,2,0,2,0,NaN,249.92741598639483,0
121184,3265,75,1,2,0,2,0,NaN,249.8462497451152,0
121200,3264,75,0,0,0,0,0,NaN,249.7650912251919,0
121216,3264,75,2,1,0,1,0,NaN,249.6839404477937,0
121232,3265,75,0,1,0,1,0,NaN,249.6027974340675,0
121248,3264,75,1,1,0,1,0,NaN,249.52166220513675,0
121264,3264,75,1,2,0,2,0,NaN,249.44053478210293,0
121280,3263,75,0,1,0,1,0,NaN,249.3594151860448,0
121296,3262,75,1,1,0,1,0,NaN,249.27830343801858,0
121312,3262,75,1,1,0,1,0,NaN,249.19719955905782,0
121328,3262,75,0,3,0,3,0,NaN,249.11610357017392,0
121344,3259,75,1,0,0,0,0,NaN,249.03501549235534,0
121360,3260,75,2,2,1,1,0,29472,248.9539353465683,0
121376,3260,75,1,0,0,0,0,NaN,248.87286315375633,0
121392,3261,75,1,1,0,1,0,NaN,248.79179893484059,0
121408,3261,75,1,0,0,0,0,NaN,248.7107427107198,0
121424,3262,75,0,1,0,1,0,NaN,248.62969450226987,0
121440,3261,75,3,2,0,2,0,NaN,248.54865433034448,0
121456,3262,75,1,0,0,0,0,NaN,248.46762221577475,0
121472,3263,75,4,5,0,5,0,NaN,248.38659817936926,0
121488,3262,75,0,4,0,4,0,NaN,248.30558224191438,0
121504,3258,75,1,5,0,5,0,NaN,248.2245744241735,0
121520,3254,75,1,0,0,0,0,NaN,248.14357474688808,0
121536,3255,75,1,1,0,1,0,NaN,248.06258323077665,0
121552,3255,75,5,5,0,5,0,NaN,247.98159989653578,0
121568,3255,75,1,1,0,1,0,NaN,247.9006247648391,0
121584,3255,75,1,1,0,1,0,NaN,247.8196578563382,0
121600,3255,75,0,1,0,1,0,NaN,247.73869919166185,0
121616,3254,75,1,2,0,2,0,NaN,247.65774879141674,0
121632,3253,75,0,1,0,1,0,NaN,247.57680667618683,0
121648,3252,75,1,1,0,1,0,NaN,247.49587286653383,0
121664,3252,75,15,3,0,3,0,NaN,247.414947382997,0
121680,3264,75,5,1,0,1,0,NaN,247.3340302460933,0
121696,3268,75,1,2,0,2,0,NaN,247.25312147631692,0
121712,3267,75,4,9,0,9,0,NaN,247.17222109414,0
121728,3262,75,2,1,0,1,0,NaN,247.09132912001235,0
121744,3263,75,4,3,0,3,0,NaN,247.010445574361,0
121760,3264,75,1,2,0,2,0,NaN,246.92957047759077,0
121776,3263,75,7,1,0,1,0,NaN,246.8487038500842,0
121792,3269,75,13,1,0,1,0,NaN,246.76784571220145,0
