t,queue_length,active,arrived,handled,completed,timed_out,rejected,avg_latency,slowdown,drop_p
45152,2253,75,3,0,0,0,0,NaN,149.42243651584798,0
45168,2256,75,6,0,0,0,0,NaN,149.57889024369263,0
45184,2262,75,1,0,0,0,0,NaN,149.73539856214336,0
45200,2263,75,2,0,0,0,0,NaN,149.89196130187895,0
45216,2265,75,1,0,0,0,0,NaN,150.04857829340895,0
45232,2266,75,3,0,0,0,0,NaN,150.20524936707506,0
45248,2269,75,1,0,0,0,0,NaN,150.36197435305115,0
45264,2270,75,3,0,0,0,0,NaN,150.5187530813446,0
45280,2273,75,0,0,0,0,0,NaN,150.6755853817968,0
45296,2273,75,2,0,0,0,0,NaN,150.83247108408403,0
45312,2275,75,0,0,0,0,0,NaN,150.98941001771837,0
45328,2275,75,2,0,0,0,0,NaN,151.14640201204816,0
45344,2277,75,0,0,0,0,0,NaN,151.30344689625912,0
45360,2277,75,2,0,0,0,0,NaN,151.4605444993751,0
45376,2279,75,2,0,0,0,0,NaN,151.61769465025867,0
45392,2281,75,1,0,0,0,0,NaN,151.774897177612,0
45408,2282,75,1,0,0,0,0,NaN,151.93215190997776,0
45424,2283,75,0,0,0,0,0,NaN,152.08945867573996,0
45440,2283,75,1,0,0,0,0,NaN,152.24681730312435,0
45456,2284,75,1,0,0,0,0,NaN,152.40422762019983,0
45472,2285,75,1,0,0,0,0,NaN,152.56168945487866,0
45488,2286,75,0,0,0,0,0,NaN,152.71920263491756,0
45504,2286,75,5,0,0,0,0,NaN,152.87676698791847,0
45520,2291,75,2,0,0,0,0,NaN,153.03438234132955,0
45536,2293,75,1,0,0,0,0,NaN,153.1920485224455,0
45552,2294,75,8,0,0,0,0,NaN,153.3497653584087,0
45568,2302,75,1,0,0,0,0,NaN,153.50753267621013,0
45584,2303,75,0,0,0,0,0,NaN,153.66535030268972,0
45600,2303,75,1,0,0,0,0,NaN,153.82321806453766,0
45616,2304,75,1,0,0,0,0,NaN,153.9811357882949,0
45632,2305,75,0,0,0,0,0,NaN,154.13910330035392,0
45648,2305,75,1,0,0,0,0,NaN,154.29712042695994,0
45664,2306,75,1,0,0,0,0,NaN,154.4551869942111,0
45680,2307,75,2,0,0,0,0,NaN,154.6133028280598,0
45696,2309,75,0,0,0,0,0,NaN,154.7714677543133,0
45712,2309,75,1,0,0,0,0,NaN,154.92968159863446,0
45728,2310,75,1,0,0,0,0,NaN,155.08794418654276,0
45744,2311,75,1,0,0,0,0,NaN,155.2462553434149,0
45760,2312,75,0,0,0,0,0,NaN,155.40461489448577,0
45776,2312,75,1,0,0,0,0,NaN,155.56302266484906,0
45792,2313,75,1,0,0,0,0,NaN,155.72147847945834,0
45808,2314,75,1,0,0,0,0,NaN,155.87998216312772,0
45824,2315,75,0,0,0,0,0,NaN,156.03853354053263,0
45840,2315,75,1,0,0,0,0,NaN,156.1971324362108,0
45856,2316,75,2,0,0,0,0,NaN,156.35577867456297,0
45872,2318,75,0,0,0,0,0,NaN,156.51447207985333,0
45888,2318,75,4,0,0,0,0,NaN,156.6732124762114,0
45904,2322,75,2,0,0,0,0,NaN,156.83199968763154,0
45920,2324,75,1,0,0,0,0,NaN,156.99083353797474,0
45936,2325,75,4,0,0,0,0,NaN,157.14971385096896,0
45952,2329,75,9,0,0,0,0,NaN,157.3086404502101,0
45968,2338,75,0,0,0,0,0,NaN,157.46761315916294,0
45984,2338,75,1,0,0,0,0,NaN,157.62663180116158,0
46000,2339,75,0,0,0,0,0,NaN,157.7856961994107,0
46016,2339,75,1,0,0,0,0,NaN,157.94480617698608,0
46032,2340,75,0,0,0,0,0,NaN,158.10396155683566,0
46048,2340,75,1,0,0,0,0,NaN,158.26316216178003,0
46064,2341,75,3,0,0,0,0,NaN,158.42240781451366,0
46080,2344,75,0,0,0,0,0,NaN,158.5816983376056,0
46096,2344,75,2,0,0,0,0,NaN,158.74103355349985,0
46112,2346,75,1,0,0,0,0,NaN,158.90041328451693,0
46128,2347,75,1,0,0,0,0,NaN,159.05983735285415,0
46144,2348,75,4,0,0,0,0,NaN,159.2193055805868,0
46160,2352,75,2,0,0,0,0,NaN,159.37881778966863,0
46176,2354,75,2,0,0,0,0,NaN,159.5383738019331,0
46192,2356,75,0,0,0,0,0,NaN,159.69797343909357,0
46208,2356,75,1,0,0,0,0,NaN,159.85761652274505,0
46224,2357,75,2,0,0,0,0,NaN,160.01730287436393,0
46240,2359,75,0,0,0,0,0,NaN,160.1770323153099,0
46256,2359,75,4,0,0,0,0,NaN,160.336804666826,0
46272,2363,75,1,0,0,0,0,NaN,160.4966197500397,0
46288,2364,75,1,0,0,0,0,NaN,160.6564773859638,0
46304,2365,75,1,0,0,0,0,NaN,160.8163773954973,0
46320,2366,75,1,1,1,0,0,21392,160.97631959942598,0
46336,2366,75,2,0,0,0,0,NaN,161.1363038184235,0
46352,2368,75,0,0,0,0,0,NaN,161.2963298730521,0
46368,2368,75,1,0,0,0,0,NaN,161.45639758376348,0
46384,2369,75,5,0,0,0,0,NaN,161.6165067708995,0
46400,2374,75,0,0,0,0,0,NaN,161.7766572546933,0
46416,2374,75,1,0,0,0,0,NaN,161.93684885527,0
46432,2375,75,8,0,0,0,0,NaN,162.09708139264714,0
46448,2383,75,4,0,0,0,0,NaN,162.2573546867362,0
46464,2387,75,0,0,0,0,0,NaN,162.4176685573431,0
46480,2387,75,6,0,0,0,0,NaN,162.57802282416884,0
46496,2393,75,0,0,0,0,0,NaN,162.73841730681085,0
46512,2393,75,1,0,0,0,0,NaN,162.898851824763,0
46528,2394,75,1,0,0,0,0,NaN,163.05932619741753,0
46544,2395,75,1,0,0,0,0,NaN,163.219840244065,0
46560,2396,75,1,0,0,0,0,NaN,163.38039378389536,0
46576,2397,75,1,0,0,0,0,NaN,163.54098663599925,0
46592,2398,75,0,0,0,0,0,NaN,163.70161861936796,0
46608,2398,75,2,0,0,0,0,NaN,163.86228955289505,0
46624,2400,75,3,0,0,0,0,NaN,164.02299925537685,0
46640,2403,75,2,0,0,0,0,NaN,164.18374754551334,0
46656,2405,75,1,0,0,0,0,NaN,164.344534241909,0
46672,2406,75,5,0,0,0,0,NaN,164.50535916307354,0
46688,2411,75,2,0,0,0,0,NaN,164.66622212742297,0
46704,2413,75,0,0,0,0,0,NaN,164.82712295328028,0
46720,2413,75,6,0,0,0,0,NaN,164.98806145887625,0
46736,2419,75,1,0,0,0,0,NaN,165.1490374623505,0
46752,2420,75,1,0,0,0,0,NaN,165.31005078175193,0
46768,2421,75,0,0,0,0,0,NaN,165.47110123504004,0
46784,2421,75,4,0,0,0,0,NaN,165.63218864008547,0
46800,2425,75,1,0,0,0,0,NaN,165.7933128146707,0
46816,2426,75,1,0,0,0,0,NaN,165.95447357649155,0
46832,2427,75,0,0,0,0,0,NaN,166.11567074315712,0
46848,2427,75,1,0,0,0,0,NaN,166.27690413219128,0
46864,2428,75,3,0,0,0,0,NaN,166.4381735610334,0
46880,2431,75,1,0,0,0,0,NaN,166.59947884703882,0
46896,2432,75,4,0,0,0,0,NaN,166.76081980748037,0
46912,2436,75,1,0,0,0,0,NaN,166.92219625954837,0
46928,2437,75,1,0,0,0,0,NaN,167.08360802035222,0
46944,2438,75,1,0,0,0,0,NaN,167.24505490692087,0
46960,2439,75,0,0,0,0,0,NaN,167.40653673620372,0
46976,2439,75,1,0,0,0,0,NaN,167.5680533250713,0
46992,2440,75,1,0,0,0,0,NaN,167.72960449031652,0
47008,2441,75,0,0,0,0,0,NaN,167.89119004865518,0
47024,2441,75,1,0,0,0,0,NaN,168.05280981672686,0
47040,2442,75,0,0,0,0,0,NaN,168.21446361109585,0
47056,2442,75,1,0,0,0,0,NaN,168.37615124825192,0
47072,2443,75,3,0,0,0,0,NaN,168.53787254461122,0
47088,2446,75,0,1,1,0,0,22448,168.69962731651688,0
47104,2445,75,1,0,0,0,0,NaN,168.86141538024032,0
47120,2446,75,1,0,0,0,0,NaN,169.02323655198174,0
47136,2447,75,7,0,0,0,0,NaN,169.18509064787108,0
47152,2454,75,1,0,0,0,0,NaN,169.34697748396871,0
47168,2455,75,0,0,0,0,0,NaN,169.50889687626645,0
47184,2455,75,4,0,0,0,0,NaN,169.67084864068835,0
47200,2459,75,1,0,0,0,0,NaN,169.83283259309152,0
47216,2460,75,1,0,0,0,0,NaN,169.99484854926706,0
47232,2461,75,1,0,0,0,0,NaN,170.15689632494073,0
47248,2462,75,0,0,0,0,0,NaN,170.31897573577382,0
47264,2462,75,2,0,0,0,0,NaN,170.4810865973642,0
47280,2464,75,2,0,0,0,0,NaN,170.64322872524696,0
47296,2466,75,3,0,0,0,0,NaN,170.80540193489523,0
47312,2469,75,2,0,0,0,0,NaN,170.9676060417212,0
47328,2471,75,0,0,0,0,0,NaN,171.12984086107673,0
47344,2471,75,0,0,0,0,0,NaN,171.29210620825438,0
47360,2471,75,0,0,0,0,0,NaN,171.4544018984882,0
47376,2471,75,1,0,0,0,0,NaN,171.61672774695444,0
47392,2472,75,0,0,0,0,0,NaN,171.77908356877273,0
47408,2472,75,1,0,0,0,0,NaN,171.94146917900642,0
47424,2473,75,0,0,0,0,0,NaN,172.10388439266384,0
47440,2473,75,1,0,0,0,0,NaN,172.2663290246988,0
47456,2474,75,2,0,0,0,0,NaN,172.4288028900118,0
47472,2476,75,0,0,0,0,0,NaN,172.59130580345084,0
47488,2476,75,1,0,0,0,0,NaN,172.75383757981157,0
47504,2477,75,2,0,0,0,0,NaN,172.9163980338391,0
47520,2479,75,1,0,0,0,0,NaN,173.07898698022825,0
47536,2480,75,1,0,0,0,0,NaN,173.24160423362449,0
47552,2481,75,1,0,0,0,0,NaN,173.40424960862487,0
47568,2482,75,0,0,0,0,0,NaN,173.56692291977868,0
47584,2482,75,0,0,0,0,0,NaN,173.72962398158865,0
47600,2482,75,6,0,0,0,0,NaN,173.89235260851123,0
47616,2488,75,1,0,0,0,0,NaN,174.05510861495807,0
47632,2489,75,2,0,0,0,0,NaN,174.2178918152962,0
47648,2491,75,0,0,0,0,0,NaN,174.38070202384944,0
47664,2491,75,1,0,0,0,0,NaN,174.54353905489882,0
47680,2492,75,3,0,0,0,0,NaN,174.70640272268352,0
47696,2495,75,3,0,0,0,0,NaN,174.869292841402,0
47712,2498,75,1,0,0,0,0,NaN,175.0322092252124,0
47728,2499,75,5,0,0,0,0,NaN,175.19515168823358,0
47744,2504,75,1,0,0,0,0,NaN,175.3581200445461,0
47760,2505,75,0,0,0,0,0,NaN,175.52111410819256,0
47776,2505,75,1,1,1,0,0,22784,175.68413369317906,0
47792,2505,75,1,0,0,0,0,NaN,175.84717861347568,0
47808,2506,75,2,0,0,0,0,NaN,176.0102486830172,0
47824,2508,75,1,0,0,0,0,NaN,176.17334371570425,0
47840,2509,75,0,1,1,0,0,22864,176.33646352540387,0
47856,2508,75,2,0,0,0,0,NaN,176.49960792595056,0
47872,2510,75,2,0,0,0,0,NaN,176.66277673114706,0
47888,2512,75,2,0,0,0,0,NaN,176.82596975476483,0
47904,2514,75,1,0,0,0,0,NaN,176.98918681054545,0
47920,2515,75,4,0,0,0,0,NaN,177.152427712201,0
47936,2519,75,0,0,0,0,0,NaN,177.31569227341515,0
47952,2519,75,4,0,0,0,0,NaN,177.4789803078439,0
47968,2523,75,2,1,1,0,0,23008,177.6422916291163,0
47984,2524,75,5,0,0,0,0,NaN,177.80562605083537,0
48000,2529,75,0,1,1,0,0,23264,177.96898338657903,0
48016,2528,75,1,0,0,0,0,NaN,178.13236344990088,0
48032,2529,75,0,0,0,0,0,NaN,178.2957660543307,0
48048,2529,75,3,0,0,0,0,NaN,178.45919101337572,0
48064,2532,75,2,0,0,0,0,NaN,178.6226381405212,0
48080,2534,75,1,0,0,0,0,NaN,178.78610724923152,0
48096,2535,75,2,0,0,0,0,NaN,178.94959815295041,0
48112,2537,75,0,0,0,0,0,NaN,179.11311066510254,0
48128,2537,75,3,0,0,0,0,NaN,179.27664459909374,0
48144,2540,75,1,0,0,0,0,NaN,179.44019976831206,0
48160,2541,75,1,0,0,0,0,NaN,179.60377598612854,0
48176,2542,75,5,0,0,0,0,NaN,179.76737306589823,0
48192,2547,75,0,0,0,0,0,NaN,179.93099082096072,0
48208,2547,75,3,0,0,0,0,NaN,180.09462906464114,0
48224,2550,75,0,0,0,0,0,NaN,180.2582876102506,0
48240,2550,75,1,0,0,0,0,NaN,180.4219662710878,0
48256,2551,75,2,0,0,0,0,NaN,180.5856648604391,0
48272,2553,75,2,0,0,0,0,NaN,180.74938319157945,0
48288,2555,75,2,0,0,0,0,NaN,180.9131210777738,0
48304,2557,75,1,0,0,0,0,NaN,181.07687833227703,0
48320,2558,75,5,0,0,0,0,NaN,181.2406547683354,0
48336,2563,75,0,0,0,0,0,NaN,181.40445019918707,0
48352,2563,75,2,0,0,0,0,NaN,181.56826443806327,0
48368,2565,75,2,0,0,0,0,NaN,181.73209729818845,0
48384,2567,75,0,0,0,0,0,NaN,181.89594859278176,0
48400,2567,75,3,0,0,0,0,NaN,182.05981813505744,0
48416,2570,75,1,0,0,0,0,NaN,182.223705738226,0
48432,2571,75,2,1,0,1,0,NaN,182.3876112154945,0
48448,2572,75,2,0,0,0,0,NaN,182.5515343800679,0
48464,2574,75,1,1,0,1,0,NaN,182.71547504514945,0
48480,2574,75,2,0,0,0,0,NaN,182.87943302394183,0
48496,2576,75,0,0,0,0,0,NaN,183.04340812964773,0
48512,2576,75,1,0,0,0,0,NaN,183.2074001754707,0
48528,2577,75,1,0,0,0,0,NaN,183.371408974616,0
48544,2578,75,1,0,0,0,0,NaN,183.53543434029135,0
48560,2579,75,3,0,0,0,0,NaN,183.69947608570794,0
48576,2582,75,1,0,0,0,0,NaN,183.86353402408085,0
48592,2583,75,1,0,0,0,0,NaN,184.02760796863,0
48608,2584,75,0,0,0,0,0,NaN,184.19169773258125,0
48624,2584,75,1,0,0,0,0,NaN,184.35580312916684,0
48640,2585,75,1,0,0,0,0,NaN,184.5199239716262,0
48656,2586,75,6,0,0,0,0,NaN,184.68406007320706,0
48672,2592,75,2,0,0,0,0,NaN,184.84821124716575,0
48688,2594,75,7,0,0,0,0,NaN,185.0123773067685,0
48704,2601,75,7,0,0,0,0,NaN,185.1765580652921,0
48720,2608,75,1,0,0,0,0,NaN,185.34075333602442,0
48736,2609,75,1,0,0,0,0,NaN,185.50496293226536,0
48752,2610,75,6,0,0,0,0,NaN,185.66918666732775,0
48768,2616,75,2,0,0,0,0,NaN,185.8334243545382,0
48784,2618,75,0,0,0,0,0,NaN,185.99767580723758,0
48800,2618,75,0,0,0,0,0,NaN,186.161940838782,0
48816,2618,75,1,0,0,0,0,NaN,186.32621926254362,0
48832,2619,75,2,0,0,0,0,NaN,186.49051089191155,0
48848,2621,75,1,0,0,0,0,NaN,186.6548155402922,0
48864,2622,75,0,0,0,0,0,NaN,186.81913302111056,0
48880,2622,75,2,0,0,0,0,NaN,186.98346314781077,0
48896,2624,75,1,0,0,0,0,NaN,187.1478057338568,0
48912,2625,75,1,0,0,0,0,NaN,187.31216059273345,0
48928,2626,75,0,0,0,0,0,NaN,187.47652753794694,0
48944,2626,75,1,0,0,0,0,NaN,187.6409063830259,0
48960,2627,75,3,0,0,0,0,NaN,187.805296941522,0
48976,2630,75,0,0,0,0,0,NaN,187.9696990270106,0
48992,2630,75,1,0,0,0,0,NaN,188.13411245309192,0
49008,2631,75,1,0,0,0,0,NaN,188.29853703339134,0
49024,2632,75,6,0,0,0,0,NaN,188.46297258156073,0
49040,2638,75,1,0,0,0,0,NaN,188.62741891127862,0
49056,2639,75,1,0,0,0,0,NaN,188.79187583625142,0
49072,2640,75,2,0,0,0,0,NaN,188.956343170214,0
49088,2642,75,0,0,0,0,0,NaN,189.12082072693056,0
49104,2642,75,2,0,0,0,0,NaN,189.2853083201952,0
49120,2644,75,0,0,0,0,0,NaN,189.44980576383318,0
49136,2644,75,0,1,1,0,0,24128,189.61431287170075,0
49152,2643,75,0,0,0,0,0,NaN,189.77882945768712,0
49168,2643,75,4,0,0,0,0,NaN,189.9433553357143,0
49184,2647,75,0,0,0,0,0,NaN,190.10789031973815,0
49200,2647,75,0,0,0,0,0,NaN,190.27243422374943,0
49216,2647,75,7,0,0,0,0,NaN,190.43698686177402,0
49232,2654,75,2,0,0,0,0,NaN,190.60154804787422,0
49248,2656,75,1,0,0,0,0,NaN,190.76611759614912,0
49264,2657,75,0,0,0,0,0,NaN,190.93069532073548,0
49280,2657,75,2,0,0,0,0,NaN,191.09528103580868,0
49296,2659,75,1,0,0,0,0,NaN,191.25987455558317,0
49312,2660,75,1,0,0,0,0,NaN,191.4244756943134,0
49328,2661,75,2,0,0,0,0,NaN,191.5890842662947,0
49344,2663,75,1,0,0,0,0,NaN,191.75370008586353,0
49360,2664,75,1,0,0,0,0,NaN,191.9183229673989,0
49376,2665,75,0,0,0,0,0,NaN,192.08295272532277,0
49392,2665,75,1,0,0,0,0,NaN,192.24758917410068,0
49408,2666,75,0,0,0,0,0,NaN,192.41223212824283,0
49424,2666,75,2,0,0,0,0,NaN,192.57688140230445,0
49440,2668,75,1,0,0,0,0,NaN,192.7415368108872,0
49456,2669,75,2,1,1,0,0,24528,192.9061981686387,0
49472,2670,75,10,0,0,0,0,NaN,193.0708652902549,0
49488,2680,75,3,0,0,0,0,NaN,193.23553799047932,0
49504,2683,75,1,0,0,0,0,NaN,193.4002160841048,0
49520,2684,75,9,0,0,0,0,NaN,193.5648993859738,0
49536,2693,75,2,0,0,0,0,NaN,193.72958771097933,0
49552,2695,75,1,0,0,0,0,NaN,193.89428087406517,0
49568,2696,75,1,0,0,0,0,NaN,194.05897869022766,0
49584,2697,75,2,1,1,0,0,24656,194.22368097451516,0
49600,2698,75,1,0,0,0,0,NaN,194.38838754202993,0
49616,2699,75,1,0,0,0,0,NaN,194.5530982079281,0
49632,2700,75,0,1,0,1,0,NaN,194.71781278742063,0
49648,2699,75,2,0,0,0,0,NaN,194.88253109577443,0
49664,2701,75,0,1,0,1,0,NaN,195.04725294831215,0
49680,2700,75,2,0,0,0,0,NaN,195.2119781604141,0
49696,2702,75,5,0,0,0,0,NaN,195.37670654751793,0
49712,2707,75,1,0,0,0,0,NaN,195.54143792512002,0
49728,2708,75,1,0,0,0,0,NaN,195.70617210877592,0
49744,2709,75,4,0,0,0,0,NaN,195.8709089141012,0
49760,2713,75,1,0,0,0,0,NaN,196.03564815677203,0
49776,2714,75,1,0,0,0,0,NaN,196.20038965252596,0
49792,2715,75,0,0,0,0,0,NaN,196.3651332171629,0
49808,2715,75,1,1,0,1,0,NaN,196.52987866654536,0
49824,2715,75,1,0,0,0,0,NaN,196.69462581659937,0
49840,2716,75,1,0,0,0,0,NaN,196.8593744833155,0
49856,2717,75,1,0,0,0,0,NaN,197.02412448274913,0
49872,2718,75,5,0,0,0,0,NaN,197.18887563102132,0
49888,2723,75,1,0,0,0,0,NaN,197.35362774431977,0
49904,2724,75,3,0,0,0,0,NaN,197.518380638899,0
49920,2727,75,0,0,0,0,0,NaN,197.68313413108172,0
49936,2727,75,1,0,0,0,0,NaN,197.8478880372587,0
49952,2728,75,5,0,0,0,0,NaN,198.01264217389055,0
49968,2733,75,1,0,0,0,0,NaN,198.17739635750755,0
49984,2734,75,0,0,0,0,0,NaN,198.3421504047104,0
50000,2734,75,4,0,0,0,0,NaN,198.5069041321717,0
50016,2738,75,6,0,0,0,0,NaN,198.67165735663573,0
50032,2744,75,4,0,0,0,0,NaN,198.83640989491974,0
50048,2748,75,1,0,0,0,0,NaN,199.00116156391425,0
50064,2749,75,1,0,0,0,0,NaN,199.16591218058414,0
50080,2750,75,0,0,0,0,0,NaN,199.33066156196895,0
50096,2750,75,4,0,0,0,0,NaN,199.49540952518413,0
50112,2754,75,1,0,0,0,0,NaN,199.66015588742093,0
50128,2755,75,1,0,0,0,0,NaN,199.82490046594805,0
50144,2756,75,0,0,0,0,0,NaN,199.9896430781113,0
50160,2756,75,4,0,0,0,0,NaN,200.15438354133502,0
50176,2760,75,1,0,0,0,0,NaN,200.31912167312285,0
50192,2761,75,1,0,0,0,0,NaN,200.48385729105766,0
50208,2762,75,1,0,0,0,0,NaN,200.64859021280307,0
50224,2763,75,1,0,0,0,0,NaN,200.81332025610345,0
50240,2764,75,3,0,0,0,0,NaN,200.978047238785,0
50256,2767,75,0,0,0,0,0,NaN,201.1427709787567,0
50272,2767,75,1,0,0,0,0,NaN,201.30749129401008,0
50288,2768,75,1,0,0,0,0,NaN,201.47220800262087,0
50304,2769,75,0,0,0,0,0,NaN,201.63692092274908,0
50320,2769,75,2,0,0,0,0,NaN,201.80162987263978,0
50336,2771,75,1,0,0,0,0,NaN,201.9663346706239,0
50352,2772,75,0,0,0,0,0,NaN,202.1310351351192,0
50368,2772,75,0,0,0,0,0,NaN,202.29573108462986,0
50384,2772,75,3,0,0,0,0,NaN,202.46042233774847,0
50400,2775,75,1,0,0,0,0,NaN,202.625108713156,0
50416,2776,75,0,0,0,0,0,NaN,202.78979002962234,0
50432,2776,75,1,0,0,0,0,NaN,202.9544661060073,0
50448,2777,75,7,1,0,1,0,NaN,203.11913676126133,0
50464,2783,75,5,0,0,0,0,NaN,203.28380181442571,0
50480,2788,75,4,0,0,0,0,NaN,203.44846108463378,0
50496,2792,75,1,0,0,0,0,NaN,203.61311439111114,0
50512,2793,75,2,0,0,0,0,NaN,203.7777615531766,0
50528,2795,75,1,0,0,0,0,NaN,203.94240239024282,0
50544,2796,75,3,0,0,0,0,NaN,204.10703672181648,0
50560,2799,75,1,0,0,0,0,NaN,204.2716643674999,0
50576,2800,75,0,1,1,0,0,25536,204.4362851469906,0
50592,2799,75,1,0,0,0,0,NaN,204.60089888008272,0
50608,2800,75,12,0,0,0,0,NaN,204.7655053866675,0
50624,2812,75,5,0,0,0,0,NaN,204.93010448673357,0
50640,2817,75,4,0,0,0,0,NaN,205.09469600036806,0
50656,2821,75,2,0,0,0,0,NaN,205.259279747757,0
50672,2823,75,1,1,0,1,0,NaN,205.42385554918596,0
50688,2823,75,0,0,0,0,0,NaN,205.58842322504069,0
50704,2823,75,2,0,0,0,0,NaN,205.75298259580785,0
50720,2825,75,6,1,0,1,0,NaN,205.9175334820756,0
50736,2830,75,0,0,0,0,0,NaN,206.08207570453442,0
50752,2830,75,2,0,0,0,0,NaN,206.24660908397706,0
50768,2832,75,0,0,0,0,0,NaN,206.41113344130017,0
50784,2832,75,1,0,0,0,0,NaN,206.5756485975043,0
50800,2833,75,2,2,0,2,0,NaN,206.74015437369437,0
50816,2833,75,2,0,0,0,0,NaN,206.90465059108087,0
50832,2835,75,2,0,0,0,0,NaN,207.06913707097996,0
50848,2837,75,1,0,0,0,0,NaN,207.23361363481465,0
50864,2838,75,3,0,0,0,0,NaN,207.398080104115,0
50880,2841,75,1,0,0,0,0,NaN,207.56253630051833,0
50896,2842,75,0,1,0,1,0,NaN,207.7269820457711,0
50912,2841,75,1,0,0,0,0,NaN,207.8914171617283,0
50928,2842,75,4,0,0,0,0,NaN,208.05584147035466,0
50944,2846,75,1,0,0,0,0,NaN,208.22025479372525,0
50960,2847,75,2,1,0,1,0,NaN,208.38465695402567,0
50976,2848,75,2,0,0,0,0,NaN,208.54904777355333,0
50992,2850,75,0,0,0,0,0,NaN,208.71342707471746,0
51008,2850,75,1,1,0,1,0,NaN,208.87779468004007,0
51024,2850,75,0,0,0,0,0,NaN,209.04215041215627,0
51040,2850,75,4,0,0,0,0,NaN,209.20649409381548,0
51056,2854,75,0,0,0,0,0,NaN,209.37082554788094,0
51072,2854,75,1,0,0,0,0,NaN,209.53514459733148,0
51088,2855,75,1,0,0,0,0,NaN,209.69945106526134,0
51104,2856,75,1,0,0,0,0,NaN,209.86374477488127,0
51120,2857,75,1,0,0,0,0,NaN,210.02802554951867,0
51136,2858,75,2,0,0,0,0,NaN,210.19229321261844,0
51152,2860,75,0,0,0,0,0,NaN,210.3565475877435,0
51168,2860,75,1,0,0,0,0,NaN,210.52078849857548,0
51184,2861,75,0,0,0,0,0,NaN,210.68501576891538,0
51200,2861,75,1,0,0,0,0,NaN,210.84922922268368,0
51216,2862,75,0,0,0,0,0,NaN,211.01342868392152,0
51232,2862,75,1,0,0,0,0,NaN,211.17761397679084,0
51248,2863,75,1,0,0,0,0,NaN,211.34178492557535,0
51264,2864,75,2,0,0,0,0,NaN,211.50594135468074,0
51280,2866,75,4,0,0,0,0,NaN,211.6700830886354,0
51296,2870,75,1,0,0,0,0,NaN,211.8342099520912,0
51312,2871,75,1,0,0,0,0,NaN,211.99832176982366,0
51328,2872,75,1,0,0,0,0,NaN,212.162418366733,0
51344,2873,75,1,1,1,0,0,26720,212.3264995678442,0
51360,2873,75,2,0,0,0,0,NaN,212.49056519830796,0
51376,2875,75,3,1,0,1,0,NaN,212.654615083401,0
51392,2877,75,0,0,0,0,0,NaN,212.81864904852702,0
51408,2877,75,3,0,0,0,0,NaN,212.98266691921674,0
51424,2880,75,4,0,0,0,0,NaN,213.14666852112887,0
51440,2884,75,6,0,0,0,0,NaN,213.31065368005054,0
51456,2890,75,1,0,0,0,0,NaN,213.4746222218976,0
51472,2891,75,0,0,0,0,0,NaN,213.6385739727158,0
51488,2891,75,1,0,0,0,0,NaN,213.8025087586806,0
51504,2892,75,1,1,1,0,0,26592,213.96642640609852,0
51520,2892,75,1,0,0,0,0,NaN,214.13032674140683,0
51536,2893,75,0,1,1,0,0,26304,214.29420959117473,0
51552,2892,75,1,0,0,0,0,NaN,214.4580747821037,0
51568,2893,75,1,0,0,0,0,NaN,214.621922141028,0
51584,2894,75,1,0,0,0,0,NaN,214.7857514949153,0
51600,2895,75,1,0,0,0,0,NaN,214.94956267086715,0
51616,2896,75,1,0,0,0,0,NaN,215.11335549611968,0
51632,2897,75,0,0,0,0,0,NaN,215.2771297980439,0
51648,2897,75,1,0,0,0,0,NaN,215.44088540414626,0
51664,2898,75,1,0,0,0,0,NaN,215.6046221420695,0
51680,2899,75,5,0,0,0,0,NaN,215.76833983959287,0
51696,2904,75,2,0,0,0,0,NaN,215.93203832463277,0
51712,2906,75,0,0,0,0,0,NaN,216.09571742524307,0
51728,2906,75,1,0,0,0,0,NaN,216.25937696961617,0
51744,2907,75,4,0,0,0,0,NaN,216.42301678608297,0
51760,2911,75,1,0,0,0,0,NaN,216.5866367031138,0
51776,2912,75,1,0,0,0,0,NaN,216.75023654931852,0
51792,2913,75,2,0,0,0,0,NaN,216.91381615344739,0
51808,2915,75,0,0,0,0,0,NaN,217.07737534439158,0
51824,2915,75,2,0,0,0,0,NaN,217.24091395118347,0
51840,2917,75,1,0,0,0,0,NaN,217.40443180299746,0
51856,2918,75,1,1,0,1,0,NaN,217.56792872915005,0
51872,2918,75,3,0,0,0,0,NaN,217.73140455910078,0
51888,2921,75,3,0,0,0,0,NaN,217.89485912245254,0
51904,2924,75,2,0,0,0,0,NaN,218.05829224895228,0
51920,2926,75,1,2,0,2,0,NaN,218.22170376849098,0
51936,2925,75,1,0,0,0,0,NaN,218.38509351110486,0
51952,2926,75,0,0,0,0,0,NaN,218.5484613069755,0
51968,2926,75,2,0,0,0,0,NaN,218.7118069864302,0
51984,2928,75,1,0,0,0,0,NaN,218.87513037994282,0
52000,2929,75,1,0,0,0,0,NaN,219.03843131813426,0
52016,2930,75,2,0,0,0,0,NaN,219.20170963177264,0
52032,2932,75,4,0,0,0,0,NaN,219.36496515177402,0
52048,2936,75,1,0,0,0,0,NaN,219.52819770920274,0
52064,2937,75,3,0,0,0,0,NaN,219.6914071352724,0
52080,2940,75,2,0,0,0,0,NaN,219.85459326134557,0
52096,2942,75,0,0,0,0,0,NaN,220.01775591893485,0
52112,2942,75,2,0,0,0,0,NaN,220.18089493970336,0
52128,2944,75,1,1,1,0,0,26992,220.34401015546462,0
